,6BS8JLEICI3VGJ264L55,549300DCU7KOL83B3B08,549300SHI4D0QGWI8X45,-096-,-077-,549300GC5MDF1KXYMP06,635400IAV22ZOU1NFS89,549300UV4DM2KIBBQ741,549300ARVD4LVNCUBN81,-031-,Total,Market_capitalization
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-05-04,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-05-03,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.52,1.7,3350000000.0
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.69,0.52,1.7999999999999998,3350000000.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.69,0.52,1.7999999999999998,3350000000.0
2025-04-27,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.69,0.52,1.7999999999999998,3350000000.0
2025-04-26,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.69,0.52,1.7999999999999998,3350000000.0
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.69,0.52,1.7999999999999998,3350000000.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.69,0.52,2.32,3350000000.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.69,0.52,2.32,3350000000.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.69,0.52,2.32,3350000000.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.52,2.3499999999999996,3350000000.0
2025-04-20,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.52,2.3499999999999996,3350000000.0
2025-04-19,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.52,2.3499999999999996,3350000000.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.52,2.3499999999999996,3350000000.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.52,2.3499999999999996,3350000000.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.52,2.3499999999999996,3350000000.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.52,2.3499999999999996,3350000000.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.52,2.3499999999999996,3350000000.0
2025-04-13,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.0,1.8299999999999998,3350000000.0
2025-04-12,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.52,0.72,0.0,1.8299999999999998,3350000000.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.52,0.72,0.0,1.72,3350000000.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.52,0.72,0.0,1.72,3350000000.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.52,0.72,0.0,1.72,3350000000.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.52,0.72,0.0,1.72,3350000000.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.52,0.72,0.0,1.72,3350000000.0
2025-04-06,0.0,1.88,0.0,0.0,0.0,0.48,0.0,0.52,0.68,0.0,3.56,3350000000.0
2025-04-05,0.0,1.88,0.0,0.0,0.0,0.48,0.0,0.52,0.68,0.0,3.56,3350000000.0
2025-04-04,0.0,1.88,0.0,0.0,0.0,0.48,0.0,0.52,0.68,0.0,3.56,3350000000.0
2025-04-03,0.0,1.88,0.0,0.0,0.0,0.59,0.0,0.52,0.68,0.0,3.67,3350000000.0
2025-04-02,0.0,1.88,0.0,0.0,0.0,0.59,0.0,0.52,0.68,0.0,3.67,3350000000.0
2025-04-01,0.0,1.88,0.0,0.0,0.0,0.59,0.0,0.52,0.68,0.0,3.67,3350000000.0
2025-03-31,0.0,1.88,0.0,0.0,0.0,0.59,0.0,0.52,0.68,0.0,3.67,3350000000.0
2025-03-30,0.0,1.88,0.0,0.0,0.0,0.59,0.0,0.52,0.68,0.0,3.67,3350000000.0
2025-03-29,0.0,1.88,0.0,0.0,0.0,0.59,0.0,0.52,0.68,0.0,3.67,3350000000.0
2025-03-28,0.0,1.88,0.0,0.0,0.0,0.59,0.0,0.52,0.68,0.0,3.67,3350000000.0
2025-03-27,0.0,1.88,0.59,0.0,0.0,0.59,0.0,0.52,0.68,0.0,4.26,3350000000.0
2025-03-26,0.0,1.88,0.59,0.0,0.0,0.59,0.0,0.52,0.68,0.0,4.26,3350000000.0
2025-03-25,0.0,1.88,0.59,0.0,0.0,0.68,0.0,0.52,0.78,0.0,4.45,3350000000.0
2025-03-24,0.0,1.88,0.59,0.0,0.0,0.68,0.0,0.52,0.78,0.0,4.45,3350000000.0
2025-03-23,0.0,1.88,0.59,0.0,0.0,0.68,0.0,0.52,0.78,0.0,4.45,3350000000.0
2025-03-22,0.0,1.88,0.59,0.0,0.0,0.68,0.0,0.52,0.78,0.0,4.45,3350000000.0
2025-03-21,0.0,1.88,0.59,0.0,0.0,0.68,0.0,0.52,0.78,0.0,4.45,3350000000.0
2025-03-20,0.0,1.88,0.59,0.0,0.0,0.78,0.0,0.52,0.78,0.0,4.55,3350000000.0
2025-03-19,0.0,1.88,0.59,0.0,0.0,0.78,0.0,0.52,0.78,0.0,4.55,3350000000.0
